iso,year,crop,yield,area,production,yield_trend,yield_anom_pct,spei3_gs,spei6_gs,spei12_gs,spi6_gs,spei12_ann,gs_t,gs_p,gs_t_z,gs_p_z,ann_t,ann_p,t_max_gs_z,spei3_min_gs,oni_djf,oni_mam,oni_jja,price_usd_t,price_lcu_t,spei6_gs_lag1,yield_anom_lag1
BLR,2002,Barley,2490.0,675100.0,1681000.0,2476.28162946486,0.5539907243145255,-2.0642507120039313,-2.6886154913644145,-2.0186056348324395,-2.7317455375061748,-1.7584746511202263,18.4825,194.38,1.633552336840398,-1.7083232441784193,7.761666666666667,557.64,1.579043730457532,-2.0642507120039313,-0.15,0.2,0.79,86.3,154502.0,-0.16677684403883794,-5.744596225606684
BLR,2003,Barley,2549.8,630922.0,1608706.0,2583.652130970969,-1.3102433785560352,-0.24163049470618328,-0.35129066512277357,-0.2268972873198224,-0.09551762667923468,-0.5868504773875199,17.355,300.93,0.2820809465107788,0.26742616606830943,6.737500000000001,602.6700000000001,0.5265292218680302,-0.6297029958234244,0.92,-0.04,0.08,87.0,178406.0,-2.6886154913644145,0.5539907243145255
BLR,2004,Barley,3272.5,620830.0,2031666.0,2708.0569046634632,20.84310319936506,0.21197606803011718,0.09670542934497672,0.790726104729932,-0.030593125361901143,0.7323156181375279,15.872499999999999,284.76,-1.4949091520822682,-0.03241304522863691,6.947499999999999,694.23,-0.7789151298708888,-0.19541512924575175,0.37,0.17,0.47,104.1,224840.0,-0.35129066512277357,-1.3102433785560352
BLR,2005,Barley,3070.4,607031.0,1863810.0,2833.9112466392958,8.344959766864744,-0.2576764974743856,0.6437430517839364,0.39663341508947675,0.9089251142786509,-0.2938154294159102,16.555,329.03,-0.6768344523927201,0.7884825567574976,6.9799999999999995,636.48,-0.07723879081122095,-0.2576764974743856,0.64,0.43,-0.06,106.8,230108.0,0.09670542934497672,20.84310319936506
BLR,2006,Barley,2690.5,680414.0,1830647.0,2941.3328817458673,-8.527864469287207,0.005317838916203348,0.4063762435437536,-1.0010115063684557,0.8492794551303537,-1.1019358249604134,17.1075,328.9,-0.01458350502498936,0.7860719755906082,7.065833333333334,597.38,0.6162785210500803,-1.13927958672391,-0.85,-0.37,0.1,113.2,242744.0,0.6437430517839364,8.344959766864744
BLR,2007,Barley,2847.2,671281.0,1911267.0,3021.137070014315,-5.757337915604445,-0.472339517081517,-1.2610144694044312,-1.4089759596605413,-0.3305835825335571,-0.7675995966317066,17.7925,301.14,0.8064878052861294,0.2713201817994382,7.959166666666666,636.13,-0.16698808999327108,-1.578575143139929,0.66,-0.32,-0.56,145.2,311687.0,0.4063762435437536,-8.527864469287207
BLR,2008,Barley,3610.4,612641.0,2211890.0,3082.9729917681675,17.107740146933274,-0.8296074923919436,0.5194174848386639,0.020927352713857438,1.0872789125942433,0.08850546742099684,16.557499999999997,287.58,-0.6738378417711494,0.01987802316081181,8.1275,682.12,-0.8278692930610972,-0.8296074923919436,-1.64,-1.01,-0.37,208.9,446203.0,-1.2610144694044312,-5.757337915604445
BLR,2009,Barley,3517.4,603688.0,2123424.0,3135.7980706897843,12.16921245270983,1.5050222590802684,1.111701488330798,0.7394451804918483,1.5268021659574122,1.7124731790626666,16.4075,393.2,-0.8536344790655536,1.9783825065982539,7.266666666666667,820.62,-0.4525540419361576,-0.8702360806095764,-0.85,-0.33,0.45,132.9,371135.0,0.5194174848386639,17.107740146933274
BLR,2010,Barley,2891.0,679959.0,1965780.0,3175.824620248805,-8.968524849665368,-0.8043308272324914,-0.6367030711776255,0.5382335155020659,0.7052865664454586,0.24794749109474515,18.8575,344.64,2.0830439300764128,1.077937726104766,6.866666666666667,730.87,1.7748603832183714,-0.8043308272324914,1.5,0.35,-1.05,136.2,405629.7,1.111701488330798,12.16921245270983
BLR,2011,Barley,2953.1,670083.0,1978794.0,3198.9160913080486,-7.684355709609552,0.039666969461806804,-0.7475699553123384,0.08863602617496687,-0.009566301897888582,-1.4585374446038188,17.6875,328.37,0.6806301591800448,0.7762442216025208,7.5925,568.76,0.4775750586778218,-1.5708559406806937,-1.31,-0.62,-0.43,144.4,718179.0,-0.6367030711776255,-8.968524849665368
BLR,2012,Barley,3442.7,556949.0,1917390.0,3200.1815913495766,7.57827022397653,0.34655759532681096,0.25890526015242393,-0.5643667618157909,1.1202916819167592,0.807800072447969,17.494999999999997,315.1,0.4498911413188874,0.5301795132592636,6.970833333333332,765.28,0.8773673913978641,-0.4848040861208388,-0.72,-0.36,0.3,161.2,1344319.0,-0.7475699553123384,-7.684355709609552
BLR,2013,Barley,2935.2,570066.0,1673272.0,3176.749030018407,-7.60365479727581,-1.308845328987804,-0.9106229436944672,-0.29509764568628183,-0.08872811893251172,-0.3709766429248146,18.2675,268.61,1.3758438233850787,-0.3318813978845226,7.669999999999999,673.04,-0.35464571555574087,-1.308845328987804,-0.29,-0.19,-0.35,235.3,2089303.0,0.25890526015242393,7.57827022397653
BLR,2014,Barley,3642.6,545796.0,1988102.0,3139.210628246933,16.035539865452755,-0.47757217012866837,-0.9351841192872661,-0.6359739415340923,0.1327782585938328,-1.524632252521752,17.45,321.44,0.3959521501305679,0.6477417024752581,7.913333333333333,572.99,0.8773673913978641,-2.035625913259372,-0.28,0.15,0.1,204.9,2094791.0,-0.9106229436944672,-7.60365479727581
BLR,2015,Barley,3699.3,499836.0,1849035.0,3104.4868264618367,19.159790547929887,-2.3628330703760163,-2.3161200980308556,-2.4414294481410606,-2.654799096026596,-1.8301765114319308,17.3425,175.44,0.2670978934029125,-2.059526377262164,8.6075,538.48,0.5428472762647664,-2.3628330703760163,0.69,0.81,1.57,129.6,2064694.0,-0.9351841192872661,16.035539865452755
BLR,2016,Barley,2778.7,450814.0,1252668.0,3091.516777459869,-10.118553447311184,-0.8662067635928175,-0.917342393323641,-0.40444189520436924,0.08258919726218406,0.25408619302530416,17.8675,272.83,0.8963861239333314,-0.2536302246208798,7.801666666666667,715.83,0.020669535569198705,-1.4797409212768404,2.63,1.05,-0.31,126.9,2524700.0,-2.3161200980308556,19.159790547929887
BLR,2017,Barley,3142.9,451758.0,1419829.0,3102.107690397214,1.3149868951700667,0.44534432169880395,0.20496729053613666,0.6708914804063352,0.6658314642920079,1.0029724742353687,16.6425,293.99,-0.5719530806376517,0.1387382176205169,7.6875,757.2,-0.517826259523105,-0.4112647035833508,-0.19,0.31,0.19,147.3,284.6,-0.917342393323641,-10.118553447311184
BLR,2018,Barley,2199.9,429261.0,944341.0,3140.2094301839224,-29.944162995805296,-0.5326353787588273,-1.6338612916810542,-0.40695146343642236,-0.4414175820490206,-1.705797513737457,18.7525,277.88,1.957186283970328,-0.1599884177532496,8.0325,590.88,0.26544035152024636,-2.360752562714952,-0.77,-0.39,0.14,158.2,322.3,0.20496729053613666,1.3149868951700667
BLR,2019,Barley,2685.6,408918.0,1098189.0,3165.046153947968,-15.148156792276904,-0.9717797537760348,-1.4518693606389121,-1.7152768466667108,-0.6634768232667791,-1.7449808222208425,17.6225,288.88,0.602718283019134,0.04398383482970688,8.804166666666667,572.41,0.8120951738109168,-2.1594140147175946,0.89,0.77,0.33,164.8,344.7,-1.6338612916810542,-29.944162995805296
BLR,2020,Barley,3345.9,410955.0,1375015.0,3185.6358141001792,5.030838276945018,-0.607127573841882,-0.7067016878268421,-1.2207373478898942,-0.14075681098302065,-1.2902366238336258,17.0275,316.33,-0.11047504491534138,0.552987319684448,9.074166666666667,606.64,-0.02828462762100967,-1.5016981955450326,0.64,0.3,-0.36,148.7,362.7,-1.4518693606389121,-15.148156792276904
BLR,2021,Barley,2680.4,401800.0,1077000.0,3208.176062683512,-16.450969409766376,-0.7624387283964253,-0.14193676622085039,-0.6293929476530461,0.6783156788965459,0.1435245352622157,17.9325,337.11,0.9742980000942422,0.9383094477457063,7.255,694.67,1.8727687095987882,-0.9476402886481561,-0.91,-0.55,-0.35,150.3,381.5,-0.7067016878268421,5.030838276945018
BLR,2022,Barley,4524.9,331500.0,1500000.0,3235.6186386766685,39.84651793978516,-1.6107286644825747,-1.26968924579975,-0.7323046399317885,-0.9949216319799147,0.19531553722254352,17.642500000000002,242.52,0.6266911679917252,-0.8156664951471894,7.9366666666666665,688.38,1.0568659897619643,-1.6107286644825747,-0.82,-0.95,-0.76,176.6,463.8,-0.14193676622085039,-16.450969409766376
BLR,1992,Maize (corn),3000.0,1000.0,3000.0,1274.0645437229668,135.466877622514,-2.4268868818367464,-2.2179090101662924,-2.183531116594818,-2.848778498773632,-0.9203025999349177,17.384999999999998,154.65,0.3180402739696571,-2.445033934643952,7.29,574.96,0.3388715963055604,-2.4268868818367464,1.71,1.29,0.37,,,,
BLR,1993,Maize (corn),1200.0,5000.0,6000.0,1466.5295462921817,-18.17416818952246,1.186221273365633,0.33149863001383173,1.3511821587970636,0.03177328687106395,0.6820632279008215,15.739999999999998,290.87,-1.6537295150256603,0.08088426961516917,6.246666666666666,653.53,-2.4841518143298504,-1.2925588354333364,0.09,0.67,0.32,,,-2.2179090101662924,135.466877622514
BLR,1994,Maize (corn),500.0,2000.0,1000.0,1656.666643568249,-69.81891306007925,-1.6415465866057843,-0.7480609719046634,-0.07348299890862699,-0.9134322044508179,-0.35313448334717223,16.125,211.74,-1.19225147930335,-1.3864179437384077,6.876666666666666,615.1800000000001,0.6244375482484499,-1.6415465866057843,0.06,0.31,0.44,54.5,198400.0,0.33149863001383173,-18.17416818952246
BLR,1995,Maize (corn),2454.5,1100.0,2700.0,1846.2507809656038,32.945102870384545,-1.2921690267861754,-0.8825843240193568,-0.5180606355925735,-0.5891435929200936,-0.7505533588581954,16.9775,240.57,-0.17040725734681086,-0.851825212650532,7.023333333333333,603.87,-0.6810068034904692,-1.2921690267861754,0.96,0.3,-0.24,144.0,1262000.0,-0.7480609719046634,-69.81891306007925
